plate-690, 2024-09-10T23:19:09.948306626Z, 2024-09-11T08:51:49.252885568Z, 9h32m39.304578942s
plate-543, 2024-09-11T08:51:13.612785772Z, 2024-09-11T08:51:51.322778977Z, 37.709993205s
plate-983, 2024-09-11T08:51:09.50807763Z, 2024-09-11T08:51:54.381366342Z, 44.873288712s
plate-655, 2024-09-10T23:17:52.554152256Z, 2024-09-11T08:51:55.391738055Z, 9h34m2.837585799s
plate-684, 2024-09-11T08:50:46.961484321Z, 2024-09-11T08:51:58.435312996Z, 1m11.473828675s
plate-166, 2024-09-10T23:19:04.920945054Z, 2024-09-11T08:51:59.451219481Z, 9h32m54.530274427s
plate-787, 2024-09-11T08:50:42.953524541Z, 2024-09-11T08:51:59.46211932Z, 1m16.508594779s
plate-558, 2024-09-11T08:49:52.150021827Z, 2024-09-11T08:52:03.490026553Z, 2m11.340004726s
plate-968, 2024-09-11T08:51:19.872875414Z, 2024-09-11T08:52:03.503034763Z, 43.630159349s
plate-83, 2024-09-11T08:51:25.976562694Z, 2024-09-11T08:52:07.527566361Z, 41.551003667s
plate-166, 2024-09-10T23:19:04.920945054Z, 2024-09-11T08:52:09.550418462Z, 9h33m4.629473408s
plate-403, 2024-09-11T08:50:13.288090227Z, 2024-09-11T08:52:10.573956037Z, 1m57.28586581s
plate-163, 2024-09-11T08:49:57.173714337Z, 2024-09-11T08:52:13.600618949Z, 2m16.426904612s
plate-529, 2024-09-10T23:18:06.615474339Z, 2024-09-11T08:52:17.629782747Z, 9h34m11.014308408s
plate-654, 2024-09-11T08:52:06.468306152Z, 2024-09-11T08:52:21.656005094Z, 15.187698942s
plate-524, 2024-09-10T23:17:56.57213398Z, 2024-09-11T08:52:22.674918416Z, 9h34m26.102784436s
plate-563, 2024-09-11T08:50:16.300899235Z, 2024-09-11T08:52:24.70365282Z, 2m8.402753585s
plate-816, 2024-09-11T08:52:22.542784696Z, 2024-09-11T08:52:27.80275664Z, 5.259971944s
plate-133, 2024-09-11T08:52:08.506315276Z, 2024-09-11T08:52:28.81392165Z, 20.307606374s
plate-966, 2024-09-11T08:50:57.049546465Z, 2024-09-11T08:52:32.840539728Z, 1m35.790993263s
plate-958, 2024-09-11T08:52:03.456781387Z, 2024-09-11T08:52:36.92214749Z, 33.465366103s
plate-34, 2024-09-11T08:51:53.424773666Z, 2024-09-11T08:52:38.960203116Z, 45.53542945s
plate-143, 2024-09-11T08:51:47.365204982Z, 2024-09-11T08:52:43.001134363Z, 55.635929381s
plate-867, 2024-09-11T08:52:15.523883653Z, 2024-09-11T08:52:47.025027586Z, 31.501143933s
plate-167, 2024-09-11T08:52:28.712019374Z, 2024-09-11T08:52:49.067611421Z, 20.355592047s
plate-403, 2024-09-11T08:50:13.288090227Z, 2024-09-11T08:52:50.157192449Z, 2m36.869102222s
plate-911, 2024-09-11T08:51:19.864694075Z, 2024-09-11T08:52:52.171798062Z, 1m32.307103987s
plate-693, 2024-09-11T08:52:06.477542949Z, 2024-09-11T08:52:53.217773195Z, 46.740230246s
plate-554, 2024-09-10T23:14:08.868569213Z, 2024-09-11T08:52:55.232098578Z, 9h38m46.363529365s
plate-338, 2024-09-11T08:52:08.501971778Z, 2024-09-11T08:52:58.254380113Z, 49.752408335s
plate-216, 2024-09-11T08:52:52.879376475Z, 2024-09-11T08:52:58.272719929Z, 5.393343454s
plate-606, 2024-09-11T08:49:45.083877951Z, 2024-09-11T08:53:02.295691076Z, 3m17.211813125s
plate-504, 2024-09-11T08:52:55.890373981Z, 2024-09-11T08:53:06.323413849Z, 10.433039868s
plate-350, 2024-09-11T08:52:44.803147651Z, 2024-09-11T08:53:10.353395592Z, 25.550247941s
plate-222, 2024-09-11T08:51:23.966566673Z, 2024-09-11T08:53:10.39844259Z, 1m46.431875917s
plate-777, 2024-09-11T08:51:30.022841141Z, 2024-09-11T08:53:11.43447489Z, 1m41.411633749s
plate-375, 2024-09-11T08:52:24.590090322Z, 2024-09-11T08:53:13.463364477Z, 48.873274155s
plate-194, 2024-09-11T08:52:40.752367613Z, 2024-09-11T08:53:15.4947717Z, 34.742404087s
plate-726, 2024-09-10T23:13:48.665667414Z, 2024-09-11T08:53:19.504121693Z, 9h39m30.838454279s
plate-634, 2024-09-11T08:52:11.517108681Z, 2024-09-11T08:53:22.516440539Z, 1m10.999331858s
plate-735, 2024-09-11T08:53:26.117579065Z, 2024-09-11T08:53:26.538362506Z, 420.783441ms
plate-628, 2024-09-11T08:53:27.127362385Z, 2024-09-11T08:53:28.57983754Z, 1.452475155s
plate-234, 2024-09-11T08:51:42.191893489Z, 2024-09-11T08:53:30.621355169Z, 1m48.42946168s
plate-978, 2024-09-11T08:53:24.112372411Z, 2024-09-11T08:53:31.663146145Z, 7.550773734s
plate-798, 2024-09-11T08:51:19.947582162Z, 2024-09-11T08:53:33.681137736Z, 2m13.733555574s
plate-460, 2024-09-11T08:51:51.397011568Z, 2024-09-11T08:53:37.703885095Z, 1m46.306873527s
plate-992, 2024-09-11T08:51:00.204311512Z, 2024-09-11T08:53:37.728797061Z, 2m37.524485549s
plate-581, 2024-09-11T08:50:26.392870952Z, 2024-09-11T08:53:37.83018828Z, 3m11.437317328s
plate-527, 2024-09-10T23:18:04.609281483Z, 2024-09-11T08:53:40.893959238Z, 9h35m36.284677755s
plate-48, 2024-09-11T08:51:11.547319444Z, 2024-09-11T08:53:44.953321667Z, 2m33.406002223s
plate-142, 2024-09-11T08:53:01.912452398Z, 2024-09-11T08:53:46.985847238Z, 45.07339484s
plate-701, 2024-09-11T08:53:19.100475649Z, 2024-09-11T08:53:50.028345186Z, 30.927869537s
plate-967, 2024-09-11T08:51:38.166129539Z, 2024-09-11T08:53:52.072569012Z, 2m13.906439473s
plate-25, 2024-09-11T08:53:27.146316773Z, 2024-09-11T08:53:52.098349179Z, 24.952032406s
plate-235, 2024-09-11T08:53:50.345053596Z, 2024-09-11T08:53:55.217785875Z, 4.872732279s
plate-113, 2024-09-11T08:49:44.080312683Z, 2024-09-11T08:53:56.295519661Z, 4m12.215206978s
plate-94, 2024-09-11T08:53:45.30410777Z, 2024-09-11T08:53:57.332565467Z, 12.028457697s
plate-998, 2024-09-11T08:50:31.419302943Z, 2024-09-11T08:53:58.348725149Z, 3m26.929422206s
plate-308, 2024-09-11T08:53:50.354712534Z, 2024-09-11T08:53:58.442613288Z, 8.087900754s
plate-135, 2024-09-11T08:53:00.904613741Z, 2024-09-11T08:54:02.458673671Z, 1m1.55405993s
plate-646, 2024-09-11T08:53:49.31327861Z, 2024-09-11T08:54:04.512935527Z, 15.199656917s
plate-328, 2024-09-10T23:18:49.874179341Z, 2024-09-11T08:54:08.580219534Z, 9h35m18.706040193s
plate-971, 2024-09-11T08:52:31.717991458Z, 2024-09-11T08:54:11.606771763Z, 1m39.888780305s
plate-372, 2024-09-11T08:53:56.451386167Z, 2024-09-11T08:54:12.660534646Z, 16.209148479s
plate-710, 2024-09-11T08:53:56.50101555Z, 2024-09-11T08:54:14.71165786Z, 18.21064231s
plate-158, 2024-09-11T08:54:05.685328006Z, 2024-09-11T08:54:18.799261709Z, 13.113933703s
plate-607, 2024-09-11T08:53:54.40568277Z, 2024-09-11T08:54:22.826916835Z, 28.421234065s
plate-168, 2024-09-11T08:53:16.064973335Z, 2024-09-11T08:54:22.835590456Z, 1m6.770617121s
plate-367, 2024-09-11T08:51:57.432098226Z, 2024-09-11T08:54:22.852243678Z, 2m25.420145452s
plate-122, 2024-09-11T08:53:32.177708037Z, 2024-09-11T08:54:26.890842794Z, 54.713134757s
plate-62, 2024-09-10T23:18:59.909987798Z, 2024-09-11T08:54:28.920662123Z, 9h35m29.010674325s
plate-817, 2024-09-11T08:50:34.442590613Z, 2024-09-11T08:54:29.97636394Z, 3m55.533773327s
plate-654, 2024-09-11T08:52:33.726883561Z, 2024-09-11T08:54:31.99368323Z, 1m58.266799669s
plate-267, 2024-09-11T08:50:58.061492999Z, 2024-09-11T08:54:34.001707929Z, 3m35.94021493s
plate-356, 2024-09-11T08:54:07.759751603Z, 2024-09-11T08:54:37.067946799Z, 29.308195196s
plate-473, 2024-09-11T08:52:24.640521243Z, 2024-09-11T08:54:40.107922321Z, 2m15.467401078s
plate-439, 2024-09-11T08:54:26.048712007Z, 2024-09-11T08:54:40.122693576Z, 14.073981569s
plate-205, 2024-09-10T23:18:52.890102494Z, 2024-09-11T08:54:42.164698027Z, 9h35m49.274595533s
plate-168, 2024-09-11T08:53:16.064973335Z, 2024-09-11T08:54:46.212205551Z, 1m30.147232216s
plate-640, 2024-09-11T08:53:12.04047821Z, 2024-09-11T08:54:47.221513059Z, 1m35.181034849s
plate-581, 2024-09-11T08:54:00.608176797Z, 2024-09-11T08:54:50.234217829Z, 49.626041032s
plate-663, 2024-09-11T08:54:42.255345806Z, 2024-09-11T08:54:54.262459463Z, 12.007113657s
plate-366, 2024-09-11T08:51:43.338923248Z, 2024-09-11T08:54:56.324748645Z, 3m12.985825397s
plate-716, 2024-09-11T08:52:56.898448463Z, 2024-09-11T08:55:00.407385652Z, 2m3.508937189s
plate-103, 2024-09-11T08:54:36.188184858Z, 2024-09-11T08:55:00.442975777Z, 24.254790919s
plate-591, 2024-09-11T08:49:40.040352552Z, 2024-09-11T08:55:03.495974248Z, 5m23.455621696s
plate-739, 2024-09-11T08:54:23.006341756Z, 2024-09-11T08:55:06.703493489Z, 43.697151733s
plate-504, 2024-09-11T08:54:11.792853733Z, 2024-09-11T08:55:10.747563462Z, 58.954709729s
plate-441, 2024-09-10T23:18:09.622245365Z, 2024-09-11T08:55:14.135064158Z, 9h37m4.512818793s
plate-124, 2024-09-11T08:53:16.056490735Z, 2024-09-11T08:55:14.277031289Z, 1m58.220540554s
plate-111, 2024-09-11T08:54:50.337910745Z, 2024-09-11T08:55:15.329456004Z, 24.991545259s
plate-908, 2024-09-11T08:53:18.088840303Z, 2024-09-11T08:55:19.38703675Z, 2m1.298196447s
plate-964, 2024-09-11T08:54:45.268460704Z, 2024-09-11T08:55:22.411538635Z, 37.143077931s
plate-65, 2024-09-11T08:55:08.856663909Z, 2024-09-11T08:55:26.465637Z, 17.608973091s
plate-165, 2024-09-11T08:53:54.422192211Z, 2024-09-11T08:55:27.54301383Z, 1m33.120821619s
plate-306, 2024-09-11T08:55:17.25523605Z, 2024-09-11T08:55:30.557393159Z, 13.302157109s
plate-40, 2024-09-11T08:53:43.252303584Z, 2024-09-11T08:55:33.590966982Z, 1m50.338663398s
plate-717, 2024-09-11T08:54:00.536137983Z, 2024-09-11T08:55:33.607042545Z, 1m33.070904562s
plate-408, 2024-09-11T08:54:28.093028565Z, 2024-09-11T08:55:39.672986455Z, 1m11.57995789s
plate-392, 2024-09-11T08:49:28.927232108Z, 2024-09-11T08:55:42.769628022Z, 6m13.842395914s
plate-188, 2024-09-11T08:52:44.776991894Z, 2024-09-11T08:55:48.818169163Z, 3m4.041177269s
plate-469, 2024-09-10T23:18:03.603474346Z, 2024-09-11T08:55:49.97613942Z, 9h37m46.372665074s
plate-692, 2024-09-11T08:54:34.137073166Z, 2024-09-11T08:55:51.029279339Z, 1m16.892206173s
plate-540, 2024-09-11T08:50:22.345783822Z, 2024-09-11T08:55:54.070857516Z, 5m31.725073694s
plate-471, 2024-09-11T08:52:47.825421129Z, 2024-09-11T08:55:55.088932412Z, 3m7.263511283s
plate-357, 2024-09-11T08:55:39.652966213Z, 2024-09-11T08:55:57.100004056Z, 17.447037843s
plate-273, 2024-09-11T08:55:00.664797061Z, 2024-09-11T08:55:59.13680315Z, 58.472006089s
plate-227, 2024-09-11T08:55:55.042116668Z, 2024-09-11T08:56:03.174595385Z, 8.132478717s
plate-227, 2024-09-11T08:55:55.042116668Z, 2024-09-11T08:56:07.19389678Z, 12.151780112s
plate-14, 2024-09-11T08:55:30.450549321Z, 2024-09-11T08:56:09.216443645Z, 38.765894324s
plate-606, 2024-09-11T08:54:31.131211806Z, 2024-09-11T08:56:10.272702432Z, 1m39.141490626s
plate-172, 2024-09-11T08:53:41.237802254Z, 2024-09-11T08:56:13.297297674Z, 2m32.05949542s
plate-246, 2024-09-11T08:55:26.418516054Z, 2024-09-11T08:56:20.320633297Z, 53.902117243s
plate-108, 2024-09-10T23:15:38.549331563Z, 2024-09-11T08:56:24.392746551Z, 9h40m45.843414988s
plate-487, 2024-09-11T08:50:50.969835895Z, 2024-09-11T08:56:32.58859867Z, 5m41.618762775s
plate-80, 2024-09-11T08:54:17.987004116Z, 2024-09-11T08:56:33.692399941Z, 2m15.705395825s
plate-358, 2024-09-11T08:54:40.239664047Z, 2024-09-11T08:56:33.709736392Z, 1m53.470072345s
plate-423, 2024-09-11T08:55:51.022989516Z, 2024-09-11T08:56:37.739943675Z, 46.716954159s
plate-553, 2024-09-11T08:56:21.267661465Z, 2024-09-11T08:56:38.776586153Z, 17.508924688s
plate-625, 2024-09-11T08:55:40.732057725Z, 2024-09-11T08:56:42.815478295Z, 1m2.08342057s
plate-914, 2024-09-11T08:53:07.976389426Z, 2024-09-11T08:56:43.870460626Z, 3m35.8940712s
plate-740, 2024-09-11T08:53:36.213499621Z, 2024-09-11T08:56:46.902002673Z, 3m10.688503052s
plate-304, 2024-09-11T08:52:27.67883139Z, 2024-09-11T08:56:50.924504287Z, 4m23.245672897s
plate-173, 2024-09-11T08:56:32.341047813Z, 2024-09-11T08:56:51.969116455Z, 19.628068642s
plate-508, 2024-09-11T08:56:09.181913734Z, 2024-09-11T08:56:52.97959081Z, 43.797677076s
plate-906, 2024-09-11T08:55:56.055623214Z, 2024-09-11T08:56:56.019981937Z, 59.964358723s
plate-106, 2024-09-11T08:55:22.303328735Z, 2024-09-11T08:56:56.057554376Z, 1m33.754225641s
plate-174, 2024-09-11T08:55:44.768065287Z, 2024-09-11T08:56:59.176275699Z, 1m14.408210412s
plate-850, 2024-09-11T08:52:49.866887585Z, 2024-09-11T08:57:02.219800324Z, 4m12.352912739s
plate-858, 2024-09-11T08:49:34.966454187Z, 2024-09-11T08:57:05.258381586Z, 7m30.291927399s
plate-807, 2024-09-11T08:55:59.101773969Z, 2024-09-11T08:57:05.28728179Z, 1m6.185507821s
plate-111, 2024-09-11T08:56:28.327528145Z, 2024-09-11T08:57:06.347095803Z, 38.019567658s
plate-459, 2024-09-11T08:55:25.328565235Z, 2024-09-11T08:57:08.396487853Z, 1m43.067922618s
plate-236, 2024-09-11T08:53:03.922567067Z, 2024-09-11T08:57:11.429924486Z, 4m7.507357419s
plate-116, 2024-09-11T08:56:54.68788935Z, 2024-09-11T08:57:15.458084304Z, 20.770194954s
plate-35, 2024-09-11T08:56:45.490066961Z, 2024-09-11T08:57:15.474267077Z, 29.984200116s
plate-980, 2024-09-11T08:56:11.188099626Z, 2024-09-11T08:57:18.524066036Z, 1m7.33596641s
plate-145, 2024-09-11T08:55:37.53157814Z, 2024-09-11T08:57:20.552525705Z, 1m43.020947565s
plate-955, 2024-09-11T08:56:44.447713836Z, 2024-09-11T08:57:20.588377387Z, 36.140663551s
plate-800, 2024-09-11T08:56:28.32196318Z, 2024-09-11T08:57:21.65595599Z, 53.33399281s
plate-207, 2024-09-11T08:55:49.961955083Z, 2024-09-11T08:57:22.667847169Z, 1m32.705892086s
plate-175, 2024-09-11T08:56:16.245921902Z, 2024-09-11T08:57:24.687126542Z, 1m8.44120464s
plate-834, 2024-09-11T08:55:26.39330335Z, 2024-09-11T08:57:25.811002868Z, 1m59.417699518s
plate-670, 2024-09-11T08:56:34.369862199Z, 2024-09-11T08:57:25.925799172Z, 51.555936973s
plate-761, 2024-09-11T08:56:17.253407666Z, 2024-09-11T08:57:25.928560454Z, 1m8.675152788s
plate-348, 2024-09-11T08:55:20.263001567Z, 2024-09-11T08:57:29.932204982Z, 2m9.669203415s
plate-541, 2024-09-11T08:55:04.779698808Z, 2024-09-11T08:57:32.952787339Z, 2m28.173088531s
plate-633, 2024-09-11T08:52:18.534914352Z, 2024-09-11T08:57:36.972280179Z, 5m18.437365827s
plate-364, 2024-09-11T08:51:37.049658646Z, 2024-09-11T08:57:40.986667336Z, 6m3.93700869s
plate-57, 2024-09-11T08:56:13.23884551Z, 2024-09-11T08:57:41.009012369Z, 1m27.770166859s
plate-605, 2024-09-11T08:53:37.229767312Z, 2024-09-11T08:57:41.027463547Z, 4m3.797696235s
plate-757, 2024-09-11T08:56:58.724410843Z, 2024-09-11T08:57:41.041654708Z, 42.317243865s
plate-677, 2024-09-11T08:53:22.10756512Z, 2024-09-11T08:57:41.047929844Z, 4m18.940364724s
plate-820, 2024-09-11T08:55:41.743979883Z, 2024-09-11T08:57:45.066551446Z, 2m3.322571563s
plate-79, 2024-09-11T08:55:04.808743183Z, 2024-09-11T08:57:47.100353602Z, 2m42.291610419s
plate-54, 2024-09-11T08:56:21.259208704Z, 2024-09-11T08:57:49.182899328Z, 1m27.923690624s
plate-658, 2024-09-11T08:56:41.44160761Z, 2024-09-11T08:57:52.247865666Z, 1m10.806258056s
plate-734, 2024-09-11T08:50:51.009891087Z, 2024-09-11T08:57:54.267061221Z, 7m3.257170134s
plate-992, 2024-09-11T08:55:06.850543149Z, 2024-09-11T08:57:56.29781462Z, 2m49.447271471s
plate-239, 2024-09-10T23:16:27.936476206Z, 2024-09-11T08:57:56.314104115Z, 9h41m28.377627909s
plate-575, 2024-09-11T08:55:47.813376414Z, 2024-09-11T08:57:56.344999619Z, 2m8.531623205s
plate-68, 2024-09-11T08:56:03.138072012Z, 2024-09-11T08:57:59.368141715Z, 1m56.230069703s
plate-225, 2024-09-11T08:53:56.472811454Z, 2024-09-11T08:57:59.403801778Z, 4m2.930990324s
plate-470, 2024-09-11T08:55:10.9791179Z, 2024-09-11T08:58:02.444305017Z, 2m51.465187117s
plate-18, 2024-09-11T08:57:08.900550371Z, 2024-09-11T08:58:02.455043369Z, 53.554492998s
plate-842, 2024-09-11T08:54:18.99637725Z, 2024-09-11T08:58:03.48293053Z, 3m44.48655328s
plate-245, 2024-09-11T08:50:25.352637664Z, 2024-09-11T08:58:06.505943631Z, 7m41.153305967s
plate-481, 2024-09-11T08:57:41.266217439Z, 2024-09-11T08:58:06.598188912Z, 25.331971473s
plate-525, 2024-09-11T08:56:22.294150657Z, 2024-09-11T08:58:06.634246846Z, 1m44.340096189s
plate-515, 2024-09-11T08:58:04.362931494Z, 2024-09-11T08:58:07.677782725Z, 3.314851231s
plate-880, 2024-09-11T08:52:37.736864868Z, 2024-09-11T08:58:08.725336454Z, 5m30.988471586s
plate-461, 2024-09-11T08:55:36.496126491Z, 2024-09-11T08:58:09.739161087Z, 2m33.243034596s
plate-271, 2024-09-11T08:57:23.037439672Z, 2024-09-11T08:58:10.750953842Z, 47.71351417s
plate-257, 2024-09-11T08:57:44.285088774Z, 2024-09-11T08:58:10.773326769Z, 26.488237995s
plate-773, 2024-09-11T08:52:01.450831957Z, 2024-09-11T08:58:13.956228861Z, 6m12.505396904s
plate-347, 2024-09-11T08:53:51.389381475Z, 2024-09-11T08:58:14.969427495Z, 4m23.58004602s
plate-67, 2024-09-10T23:18:51.882966495Z, 2024-09-11T08:58:17.980248366Z, 9h39m26.097281871s
plate-590, 2024-09-11T08:56:59.760848203Z, 2024-09-11T08:58:19.989462954Z, 1m20.228614751s
plate-14, 2024-09-11T08:56:12.195925066Z, 2024-09-11T08:58:24.017434705Z, 2m11.821509639s
plate-273, 2024-09-11T08:55:00.664797061Z, 2024-09-11T08:58:25.046714197Z, 3m24.381917136s
plate-374, 2024-09-10T23:14:08.854016938Z, 2024-09-11T08:58:26.065798584Z, 9h44m17.211781646s
plate-68, 2024-09-11T08:56:03.138072012Z, 2024-09-11T08:58:28.110818738Z, 2m24.972746726s
plate-112, 2024-09-11T08:58:10.40176268Z, 2024-09-11T08:58:28.146707672Z, 17.744944992s
plate-432, 2024-09-11T08:57:38.227748146Z, 2024-09-11T08:58:28.181174791Z, 49.953426645s
plate-557, 2024-09-11T08:58:26.53769757Z, 2024-09-11T08:58:30.220312515Z, 3.682614945s
plate-149, 2024-09-11T08:57:34.17834357Z, 2024-09-11T08:58:31.233547692Z, 57.055204122s
plate-273, 2024-09-11T08:55:00.664797061Z, 2024-09-11T08:58:31.238311658Z, 3m30.573514597s
plate-519, 2024-09-11T08:57:27.046600392Z, 2024-09-11T08:58:31.291490373Z, 1m4.244889981s
plate-316, 2024-09-11T08:57:15.94963263Z, 2024-09-11T08:58:33.316802833Z, 1m17.367170203s
plate-40, 2024-09-11T08:53:43.252303584Z, 2024-09-11T08:58:37.349810319Z, 4m54.097506735s
plate-21, 2024-09-11T08:54:23.02465034Z, 2024-09-11T08:58:41.374055459Z, 4m18.349405119s
plate-465, 2024-09-11T08:57:31.157552116Z, 2024-09-11T08:58:45.42743036Z, 1m14.269878244s
plate-361, 2024-09-10T23:15:51.677258831Z, 2024-09-11T08:58:46.447699998Z, 9h42m54.770441167s
plate-115, 2024-09-11T08:58:12.416597144Z, 2024-09-11T08:58:48.454242489Z, 36.037645345s
plate-276, 2024-09-11T08:57:12.910483937Z, 2024-09-11T08:58:48.483393356Z, 1m35.572909419s
plate-876, 2024-09-11T08:57:16.959694113Z, 2024-09-11T08:58:49.555357252Z, 1m32.595663139s
plate-479, 2024-09-11T08:55:36.489461278Z, 2024-09-11T08:58:51.710632925Z, 3m15.221171647s
plate-387, 2024-09-11T08:57:14.924692712Z, 2024-09-11T08:58:52.722316079Z, 1m37.797623367s
plate-38, 2024-09-11T08:58:40.721428021Z, 2024-09-11T08:58:52.777923312Z, 12.056495291s
plate-771, 2024-09-11T08:51:43.322943537Z, 2024-09-11T08:58:56.910510438Z, 7m13.587566901s
plate-201, 2024-09-11T08:55:35.482579647Z, 2024-09-11T08:58:58.923902383Z, 3m23.441322736s
plate-136, 2024-09-11T08:56:38.419336448Z, 2024-09-11T08:58:58.957099629Z, 2m20.537763181s
plate-554, 2024-09-11T08:58:45.767573365Z, 2024-09-11T08:59:03.019287684Z, 17.251714319s
